Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Georeference
1/31/2025 10:21,Mount Sinai Hospitals Group Inc.,287099,South Nassau Communities Hospital,81030,South Nassau Communities Hospital,6632,South Nassau Communities Hospital Partial Hospital Program,320,Adults,(516)632-3000,(516)377-5440,2277 Grand Avenue,,Baldwin,NY,11510-3148,Y,,36,Nassau,Long Island,Partial Hospitalization,Outpatient,Partial Hospitalization,POINT (-73.60979 40.65519)
1/31/2025 10:21,Pilgrim Psychiatric Center,340099,Pilgrim Psychiatric Center,90120,Pilgrim Psychiatric Center,13,Pilgrim Psychiatric Center SMH CMA (AOT),40,Adults,(631)761-3500,(631)761-4154,998 Crooked Hill Road,,Brentwood,NY,11717,N,,,Suffolk,Long Island,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.28813 40.79467)
1/31/2025 10:21,Hamilton County Community Services,675099,Hamilton County Community Services,70090,Hamilton County Community Services,9006,Hamilton County Community Services,10,Children Adolescents Adults,(518)648-5355,(518)648-5355,143 White Birch Lane,,Indian Lake,NY,12842-1409,N,,,Hamilton,Central New York,Respite Services,Support,General Support,POINT (-74.25992 43.77776)
1/31/2025 10:21,EHS Inc.,862099,EHS Inc.,38260,EHS Inc.,7785,EHS Inc. SMH CMA,5,Adults,(716)847-0212,(716)664-7855,408 West 5th Street,,Jamestown,NY,14701,N,,,Allegany,Western New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-79.24722 42.09721)
1/31/2025 10:21,Mental Health Services Erie County Northwest Corporation I dba Envision Wellness WNY BH,268099,MH Svs Erie Cnty NW Corp I dba Envision,15780,MH Svs Erie Cnty NW Corp I dba Envision,6942,Wellness Community CDT Program,302,Adults,(716)882-2127,(716)871-7092,2495 Elmwood Avenue,,Kenmore,NY,14217-2222,Y,,36,Erie,Western New York,Continuing Day Treatment,Outpatient,Continuing Day Treatment,POINT (-78.87875 42.96537)
1/31/2025 10:21,The Salvation Army of the Syracuse Area,640099,The Salvation Army of the Syracuse Area,12470,The Salvation Army of the Syracuse Area,8018,The Salvation Army SMH CMA,5,Adults,(315)475-1688,(315)640-1508,200 Twin Oaks Dr,,Syracuse,NY,13206,N,,,Onondaga,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-76.11365 43.09036)
1/31/2025 10:21,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,(S5) ICL SH/Warren Street Brooklyn-Comm.Svcs.-Comm.Svcs,634,Adults,(212)385-3030,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,WellLife Network Inc.,344099,WellLife Network Inc.,21920,WellLife Network Inc.,7401,WellLife Supported Housing/Bronx - Comm. Svcs-Comm.Svcs,636,Adults,(718)559-0516,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Hudson Headwaters Health Network,1745,Hudson Headwaters Health Network,51990,Hudson Headwaters Health Network,8747,Hudson Headwaters Health Network,6,Adults,(518)761-0300,(518)761-0300,9 Carey Road,,Queensbury,NY,12804,N,,,Saratoga,Hudson River,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.69086 43.29569)
1/31/2025 10:21,National Association on Drug Abuse Problems,919,National Association on Drug Abuse Problems,33080,National Association on Drug Abuse Problems,8337,NADAP SMH CMA,1,Adults,(212)986-1170,(212)986-1170,355 Lexington Ave,2nd Floor,New York,NY,10017-6603,N,,,New York,New York City,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.97686 40.75033)
1/31/2025 10:21,Tompkins County Mental Health Services,458099,Tompkins County Mental Health Services,70130,Tompkins County Mental Health Services,6892,Tompkins County PROS,20,Adults,(607)274-6300,(607)274-6300,201 East Green Street,,Ithaca,NY,14850-5635,Y,,36,Tompkins,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,POINT (-76.49652 42.4387)
1/31/2025 10:21,Saint Dominic's Family Services,410099,Saint Dominic's Family Services,22280,Saint Dominic's Family Services,7159,St. Dominic's Supported Housing\Rockland - Comm. Svcs,630,Adults,(845)359-3400,Not Available,,,,NY,,N,,,Rockland,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,SCO Family of Services,337099,SCO Family of Services,22270,SCO Family of Services,7573,SCO Family of Services SMH CMA,70,Adults,(516)671-1253,(718)674-7703,151 Burrs La,,Dix Hills,NY,11746,N,,,Richmond,New York City,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.36624 40.7796)
1/31/2025 10:21,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Orleans Respite Bed,37,Adults,(716)391-5400,Not Available,,,,NY,,N,,,Orleans,Western New York,Crisis/Respite Beds,Emergency/Crisis,Crisis,POINT (-73.75522 42.65155)
1/31/2025 10:21,Evans-Brant (Lake Shore) CSD,1903,Evans-Brant (Lake Shore) CSD,53120,Evans-Brant (Lake Shore) CSD,8889,Mitigating Trauma in Schools,1,Adolescents,(716)549-2300,(716)926-2210,William G Houston Middle School,8855 Erie Road,Angola,NY,14006,N,,,Erie,Western New York,School Mental Health Program,Support,Education,
1/31/2025 10:21,MercyFirst,420099,MercyFirst,16430,MercyFirst,7827,CFTSS:  Youth Peer Support and Training,7,Adolescents,(516)921-0808,(516)921-0808,525 Convent Road,,Syosset,NY,11791,N,,,Nassau,Long Island,CFTSS: Youth Peer Support (YPS),Support,General Support,POINT (-73.48718 40.82176)
1/31/2025 10:21,Postgraduate Center for Mental Health Inc.,347099,Postgraduate Center for Mental Health Inc.,18270,Postgraduate Center for Mental Health Inc.,6728,Bronx Park East SP/SRO,41,Adults,(212)889-5500,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Venture Forthe Inc.,1485,Venture Forthe Inc.,50180,Venture Forthe Inc.,8497,Venture Forthe Inc.,7,Adults,(716)285-8070,(716)285-8070x110,3900 Packard Rd,,Niagara Falls,NY,14303,N,,,Niagara,Western New York,Adult BH HCBS Intensive Supported Employment (ISE),Support,Adult BH HCBS Services/CORE Services,POINT (-79.0168 43.09098)
1/31/2025 10:21,THRIVE Wellness and Recovery Inc.,711,THRIVE Wellness and Recovery Inc.,41270,THRIVE Wellness and Recovery Inc.,8182,Watertown Community Residence - 214,6,Adults,(315)788-1530,Not Available,,,,NY,,Y,,,Jefferson,Central New York,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,ComuniLife Inc.,445099,ComuniLife Inc.,10310,ComuniLife Inc.,8548,"0690(15)	839	Queens - 126 Bed Outreach",9,Adults,(212)219-1618,(718)617-6400,32-45 Hunters Pt Ave,,Queens,NY,11101,N,,,Queens,New York City,Outreach,Support,General Support,POINT (-73.93315 40.73902)
1/31/2025 10:21,Phoenix Houses of Long Island Inc.,2099,Phoenix Houses of Long Island Inc.,50570,Phoenix Houses of Long Island Inc.,7872,A.C.T. Community Residence,430,Adults,(347)534-8450,Not Available,,,,NY,,Y,,36,Queens,New York City,Congregate/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Jewish Board of Family and Children's Services Inc.,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,JBFCS Supported Housing/New York - Comm Svcs,639,Adults,(212)582-9100,Not Available,,,,NY,,N,,,New York,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Villa of Hope,412099,Villa of Hope,37220,Villa of Hope,7598,Villa of Hope-CFTSS Other Licensed Practitioner,49,Children Adolescents,(585)865-1550,(585)328-0834x581,1099 Jay Street Building J,,Rochester,NY,14611,N,,,Monroe,Western New York,CFTSS: Other Licensed Practitioner (OLP),Support,General Support,POINT (-77.65062 43.15837)
1/31/2025 10:21,Columbia County Department of Human Services,107099,Columbia County Department of Human Services,70140,Columbia County Department of Human Services,6883,Columbia County Homeless-NonMedicaid CC,11,Adults,(518)828-9446,(518)828-9446,325 Columbia Street,,Hudson,NY,12534,N,,,Columbia,Hudson River,Non-Medicaid Care Coordination,Support,Care Coordination,POINT (-73.7898 42.25319)
1/31/2025 10:21,Helio Health Inc.,798,Helio Health Inc.,36090,Helio Health Inc.,8138,Helio Health SMH CMA,27,Adults,(315)474-5506,(315)471-1564,329 North Salina St,,Syracyse,NY,13203,N,,,Cortland,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-76.15271 43.05582)
1/31/2025 10:21,Family Residences & Essential Enterprises Inc.,346099,Family Residences&Essential Enterprises Inc.,40320,Family Residences&Essential Enterprises Inc.,6353,Adult BH HCBS Prevocational Services,23,Adults,(516)870-1600,(516)870-1600x1977,191 Bethpage Sweet Hollow Road,,Old Bethpage,NY,11804,N,,,Nassau,Long Island,Adult BH HCBS Pre-Vocational Services,Support,Adult BH HCBS Services/CORE Services,POINT (-73.44196 40.75987)
1/31/2025 10:21,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Citizen Advocates Inc. dba North Star Ind. -  HH NonMed CM,32,Adults,(518)483-1251,(518)483-1251,31 6th St,,Malone,NY,12953,N,,,Franklin,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-74.29061 44.8607)
1/31/2025 10:21,Liberty Resources Inc.,345099,Liberty Resources Inc.,50660,Liberty Resources Inc.,7241,Liberty Resources SMH CMA,78,Adults,(315)425-1004,(315)887-1840,14 Crossroads Drive,,Fulton,NY,13069,N,,,Oswego,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-76.39364 43.30637)
1/31/2025 10:21,Housing Options and Geriatric Association Resources Inc.,721099,Housing Options & Geriatric Assoc. Resources,29810,Housing Options & Geriatric Assoc. Resources,9231,HOGAR Supp Housing/RCE Bronx SH - Comm Svcs,634,Adults,(718)742-7646,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,THRIVE Wellness and Recovery Inc.,711,THRIVE Wellness and Recovery Inc.,41270,THRIVE Wellness and Recovery Inc.,8182,Lewis County Children's Health Home,21,Children Adolescents,(315)788-1530,(315)782-1777,7550 S State Street,,Lowville,NY,13367-1574,N,,,Lewis,Central New York,Health Home Care Management,Support,Care Coordination,POINT (-75.49132 43.78541)
1/31/2025 10:21,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,LO DePaul SH/Transformation SH Niagara Cty - Comm Svcs,647,Adults,(716)391-5400,Not Available,,,,NY,,N,,,Niagara,Western New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,WellLife Network Inc.,344099,WellLife Network Inc.,21920,WellLife Network Inc.,7401,WellLife Supp Housing/MRT Supp Housing Queens - Co-Comm.Svcs,647,Adults,(718)559-0516,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Montefiore Medical Center,286099,Montefiore Medical Center,85420,Montefiore Medical Center,6577,Montefiore Medical Center,6,,(718)920-6215,,111 E 210th Street,,Bronx,NY,10467-2401,N,,,Bronx,New York City,OnTrackNY Coordinated Specialty Care First Episode Psychosis Program,Support,General Support,POINT (-73.87993 40.87977)
1/31/2025 10:21,Ohel Children's Home & Family Services Inc.,325099,Ohel Children's Home & Family Services Inc.,19210,Ohel Children's Home & Family Services Inc.,7637,Core,20,Adults,(718)851-6300,(718)686-3180,1268 East 14 Street,,Brooklyn,NY,11230,N,,,Kings,New York City,CORE Family Support and Training (FST),Support,Adult BH HCBS Services/CORE Services,POINT (-73.9611 40.61872)
1/31/2025 10:21,St. Joseph's Health Inc.,395099,St. Joseph's Hospital Health Center,81000,St. Joseph's Hospital Health Center,6529,St. Joseph's Care Coordination Network SMH CMA,15,Adults,(315)448-5880,(315)703-2802,301 Prospect Avenue,,Syracuse,NY,13203,N,,,Onondaga,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-76.1493 43.05574)
1/31/2025 10:21,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum Health and Human Services Wyoming Co. SMH CMA (AOT),59,Adults,(716)662-2040,(585)786-0220,58 West Buffalo Street,,Warsaw,NY,14569,N,,,Wyoming,Western New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-78.13318 42.73939)
1/31/2025 10:21,Catholic Charities Steuben/Livingston,804099,Catholic Charities Steuben/Livingston,44050,Catholic Charities Steuben/Livingston,7498,Turning Point,2,Children Adolescents Adults,(607)776-8085,(607)776-8085x217,23 Liberty Street,,Bath,NY,14810,N,,,Steuben,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,POINT (-77.31834 42.33429)
1/31/2025 10:21,Housing Works Inc.,734,Housing Works Health Services III Inc. d/b/a,48960,Housing Works Health Services III Inc. d/b/a,8312,Housing Works Health Home Care Management,6,Adults,(347)473-7407,(718)408-6500,120 Lawrence St.,2nd Floor,Brooklyn,NY,11201,N,,,Richmond,New York City,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.98624 40.6926)
1/31/2025 10:21,CHDFS Inc.,939,CHDFS Inc.,48090,CHDFS Inc.,8365,Youth Peer Support and Training,3,Children,(212)695-4564,(212)695-4564,307 West 38 Steet 6th Floor,,New York City,NY,10018,N,,,New York,New York City,CFTSS: Youth Peer Support (YPS),Support,General Support,POINT (-73.99229 40.75499)
1/31/2025 10:21,Greater Rochester Health Home Network,1743,Greater Rochester Health Home Network,51970,Greater Rochester Health Home Network,8750,GRHHN Direct Care Managment Program,1,Adults,(585)239-9300,(585)350-1400,1 South Washington Street,,Rochester,NY,14614,N,,,Monroe,Western New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-77.61686 43.15459)
1/31/2025 10:21,Tompkins County Mental Health Services,458099,Tompkins County Mental Health Services,70130,Tompkins County Mental Health Services,6892,Family Peer Support Services (SOC Expansion Grant),22,Children Adolescents,(607)274-6300,(607)274-6200,201 E. Green Street,,Ithaca,NY,14850,N,,,Tompkins,Western New York,Family Peer Support Services - Children & Family,Support,General Support,POINT (-76.49652 42.4387)
1/31/2025 10:21,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Buffalo HOPE COMHPS Program,80,Children Adolescents Adults,(716)662-2040,(716)662-2040,227 Thorn Ave,,Orchard Park,NY,14127,N,,,Erie,Western New York,Outreach,Support,General Support,POINT (-78.7545 42.76086)
1/31/2025 10:21,Puerto Rican Family Institute Inc.,352099,Puerto Rican Family Institute Inc.,40450,Puerto Rican Family Institute Inc.,6758,Peer Advocacy - Bronx MHC,473,,(212)924-6320,(718)299-3045,1420 Stebbins Ave,,Bronx,NY,10457,N,,,New York,New York City,Advocacy/Support Services,Support,Self-Help,POINT (-73.8943 40.83391)
1/31/2025 10:21,Northern Regional Center for Independent Living,853099,Northern Regional Center for Independent Livi,13890,Northern Regional Center for Independent Livi,7766,Adult BH HCBS Psychosocial Rehabilitation,28,Adults,(315)785-8703,(315)836-3735,5520 Jackson Street,,Lowville,NY,13367,N,,,Lewis,Central New York,CORE Psychosocial Rehabilitation (PSR),Support,Adult BH HCBS Services/CORE Services,POINT (-75.48624 43.78292)
1/31/2025 10:21,New York City Health and Hospitals Corporation Woodhull Medical & Mental Health Center,177099,NYC-HHC Woodhull Medical & Mental Health Cent,85180,NYC-HHC Woodhull Medical & Mental Health Cent,7521,Mobile Crisis Team - Child & Youth,452,Children Adolescents Adults,(718)963-8000,(718)260-7725,760 Broadway,5th Floor,Brooklyn,NY,11206,N,,,Kings,New York City,Crisis  Intervention,Emergency/Crisis,Crisis,POINT (-73.94179 40.69964)
1/31/2025 10:21,Catholic Charities of Broome County - Diocese of Syracuse,563099,Catholic Charities of Broome County - Diocese,20530,Catholic Charities of Broome County - Diocese,7013,Drop In Center,472,,(607)729-9166,(607)773-3205,290 Front Street,,Binghamton,NY,13905,N,,,Broome,Central New York,Drop In Centers,Support,Self-Help,POINT (-75.91359 42.10881)
1/31/2025 10:21,Child and Family Services of Erie County,90099,Child and Family Services of Erie County,10820,Child and Family Services of Erie County,7511,Conners Residential Treatment Facility,22,Children Adolescents,(716)335-7010,(716)884-3822,824 Delaware Avenue,,Buffalo,NY,14209-2006,Y,,36,Erie,Western New York,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,POINT (-78.87253 42.90681)
1/31/2025 10:21,Astor Services for Children & Families,29099,Astor Services for Children & Families,18320,Astor Services for Children & Families,7211,Lawrence F. Hickey Center,300,Children,(845)871-1000,(718)515-3000,4010 Dyre Avenue,,Bronx,NY,10466-2510,Y,,36,Bronx,New York City,Day Treatment,Outpatient,Day Treatment,POINT (-73.8311 40.89091)
1/31/2025 10:21,The Bridge Inc.,46099,The Bridge Inc.,18130,The Bridge Inc.,6142,Bridge Iyana House (SP/SRO) Forensic,2,Adults,(212)663-3000,Not Available,,,,NY,,N,,,New York,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Advocacy Services - Wyoming TAP,10,Adults,(716)391-5400,(585)786-2179,35 Culver Avenue Extension,,Warsaw,NY,14569,N,,,Wyoming,Western New York,Advocacy/Support Services,Support,Self-Help,POINT (-78.13419 42.74885)
1/31/2025 10:21,Community Options New York Inc.,238,Community Options New York Inc.,28620,Community Options New York Inc.,8050,Supported Employment OMH,1,Adults,(212)227-9110,(607)722-5971,182 State Street,,Binghamton,NY,13901,N,,,Broome,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,POINT (-75.91185 42.10113)
1/31/2025 10:21,Service Program for Older People Inc.,418099,Service Program for Older People Inc.,18210,Service Program for Older People Inc.,6698,Geriatric Demonstration Service Grant,4,Adults,(212)787-7120,(212)787-7120,302 W 91st Street,,New York,NY,10024,N,,,New York,New York City,Geriatric Demo Gatekeeper,Support,General Support,POINT (-73.97591 40.79223)
1/31/2025 10:21,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Niagara Falls Memorial Med Ctr Child Advoc Ctr Care Coord.,4,Children Adolescents,(716)278-4000,(716)285-0045,Golisano Center For Community Healt,533 Tenth St Suite 200a,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,
1/31/2025 10:21,Onondaga Case Mgmnt Services Inc dba Circare,766099,Onondaga Case Mgmnt Services Inc dba Circare,12600,Onondaga Case Mgmnt Services Inc dba Circare,8044,Onondaga Case Management Services - HH Non- Med CM,30,Adults,(315)472-7363,(315)472-7363,620 Erie Boulevard West,Suite 302,Syracuse,NY,13204,N,,,Onondaga,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-76.16442 43.04914)
1/31/2025 10:21,Greater Mental Health of New York Inc.,272099,Greater Mental Health of New York Inc.,14220,Greater Mental Health of New York Inc.,6313,Transportation,471,,(914)345-5900,(914)949-1212x215,29 Sterling Avenue,,White Plains,NY,10606,N,,,Westchester,Hudson River,Transportation,Support,General Support,POINT (-73.77457 41.02125)
1/31/2025 10:21,Bronxworks Inc.,26,Bronxworks Inc.,41530,Bronxworks Inc.,9256,The Brook,1,Adults,(646)393-4000,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Family Services of Westchester Inc.,151099,Family Services of Westchester Inc.,14110,Family Services of Westchester Inc.,6152,Family Support Service,2,Adolescents,(914)937-2320,(914)937-2320x120,One Gateway Plaza,,Port Chester,NY,10573,N,,,Westchester,Hudson River,Family Peer Support Services - Children & Family,Support,General Support,POINT (-73.66663 41.00059)
1/31/2025 10:21,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,Outreach,472,Children Adolescents Adults,(518)358-3145,(518)358-3145x7160,404 State Route 37,,Akwesasne,NY,13655,N,,,Franklin,Central New York,Outreach,Support,General Support,POINT (-74.68555 44.9786)
1/31/2025 10:21,Services for the Underserved Inc.,419099,Services for the Underserved Inc.,22360,Services for the Underserved Inc.,7320,Third Avenue SP/SRO,20,Adults,(212)633-6900,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Children's Non Medicaid Health Home,150,Children Adolescents,(518)464-1511,(607)865-3158,132 Delaware Street,,Walton,NY,13856,N,,,Delaware,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-75.1297 42.16805)
1/31/2025 10:21,Richmond Medical Center dba Richmond University Medical Center,845099,Richmond Medical Center dba Richmond UMC,45720,Richmond Medical Center dba Richmond UMC,7749,Bayley Seton - St. George Clinic,5,Adults,(718)818-1234,(718)818-5777,1130 South Avenue,1st Floor,Staten Island,NY,10314-3410,Y,,36,Richmond,New York City,Mental Health Outpatient Treatment and Rehabilitative Services (MHOTRS),Outpatient,MHOTRS,POINT (-74.17533 40.61271)
1/31/2025 10:21,NYS ARC Chautauqua County Chapter aka The Resource Center,88099,NYS ARC Chautauqua County Chapter aka The Res,40560,NYS ARC Chautauqua County Chapter aka The Res,6069,Adult HCBS- Pre-Vocational Services,11,Adults,(716)661-1412,(716)485-2636,880 East Second Street,,Jamestown,NY,14701,N,,,Chautauqua,Western New York,Adult BH HCBS Pre-Vocational Services,Support,Adult BH HCBS Services/CORE Services,POINT (-79.22514 42.10504)
1/31/2025 10:21,Suffolk County Community Mental Hygiene Services,444099,Suffolk County Community Mental Hygiene Svcs,70370,Suffolk County Community Mental Hygiene Serv,6919,Riverhead Crisis Intervention,20,Adults,(631)853-8500,(631)852-1856,Riverhead County Center,100 Center Drive,Riverhead,NY,11901,N,,,Suffolk,Long Island,Crisis  Intervention,Emergency/Crisis,Crisis,
1/31/2025 10:21,Upstate Cerebral Palsy Inc. d/b/a Upstate Caring Partners,478099,Upstate Cerebral Palsy Inc. d/b/a Upstate Ca,40640,Upstate Cerebral Palsy Inc. d/b/a Upstate Ca,6282,UCP Treatment Apartment Program,439,Adults,(315)724-6907,Not Available,,,,NY,,Y,,36,Herkimer,Central New York,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Northwell Healthcare Inc.,455099,North Shore University Hospital,81020,North Shore University Hospital,6153,North Shore LIJ Health Home SMH CMA,3,Adults,(516)562-3009,(516)600-1278,600 Community Drive,4th Floor,Manhasset,NY,11030,N,,,Suffolk,Long Island,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-73.7023 40.772)
1/31/2025 10:21,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Ulster Apartments,49,Adults,(518)464-1511,Not Available,,,,NY,,Y,,36,Ulster,Hudson River,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,Project Renewal Inc.,528099,Project Renewal Inc.,50470,Project Renewal Inc.,6179,Job Links - Assisted Competitive Employment,425,Adults,(212)620-0340,(212)620-0340,200 Varick Street,9th Floor,New York,NY,10014,N,,,New York,New York City,Assisted Competitive Employment,Support,Vocational,POINT (-74.00544 40.72803)
1/31/2025 10:21,Greater Mental Health of New York Inc.,272099,Greater Mental Health of New York Inc.,14220,Greater Mental Health of New York Inc.,6313,Self Help,22,Adults,(914)345-5900,(914)345-5900x7118,580 White Plains Road,,Tarrytown,NY,10591,N,,,Westchester,Hudson River,Self-Help Programs,Support,Self-Help,POINT (-73.83819 41.06187)
1/31/2025 10:21,St. Joseph's Medical Center,394099,St. Joseph's Medical Center,81050,St. Joseph's Medical Center,6252,St. Joseph's MC/St. Vincent's Westchester - HH CM,43,Adults,(914)378-7553,(914)965-5252,317 South Broadway,,Yonkers,NY,10705,N,,,Westchester,Hudson River,Health Home Care Management,Support,Care Coordination,POINT (-73.8961 40.92285)
1/31/2025 10:21,Independent Living Inc.,808099,Independent Living Inc.,16650,Independent Living Inc.,8581,Hospital Diversion Program - Orange County,9,Adults,(845)565-1162,(845)342-1162,30 Industrial Drive,,Middletown,NY,10940,N,,,Orange,Hudson River,Crisis  Intervention,Emergency/Crisis,Crisis,POINT (-74.40731 41.46366)
1/31/2025 10:21,The Bridge Inc.,46099,The Bridge Inc.,18130,The Bridge Inc.,6142,Bridge House #6 - East Houston House,437,Adults,(212)663-3000,Not Available,,,,NY,,Y,,36,New York,New York City,Apartment/Treatment,Residential,Treatment Program,POINT (-73.75522 42.65155)
1/31/2025 10:21,HCR Care Management LLC,1731,HCR Care Management LLC,51870,HCR Care Management LLC,8756,HCR Care Management  SMH CMA,6,Adults,(800)270-4904,(800)270-4904,85 Metro Park,,Rochester,NY,14623,N,,,Jefferson,Central New York,Specialty Mental Health Care Management,Support,Care Coordination,POINT (-77.61701 43.09721)
1/31/2025 10:21,Lakeview Health Services Inc.,251099,Lakeview Health Services Inc.,10490,Lakeview Health Services Inc.,7036,Drop-In Center,473,,(315)789-5501,(315)789-0550,611 W. Washington Street,,Geneva,NY,14456,N,,,Ontario,Western New York,Drop In Centers,Support,Self-Help,POINT (-77.00724 42.85968)
1/31/2025 10:21,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,ICL Supp Housing/Supp Housing CL Kings Cty - Comm Svcs,668,Adults,(212)385-3030,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,CLINTON AVE APARTMENTS - ESSHI,201,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Albany,Hudson River,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-73.75522 42.65155)
1/31/2025 10:21,Families on the Move of NYC Inc.,415,Families on the Move of NYC Inc.,47170,Families on the Move of NYC Inc.,7926,Supported Youth Education and Employment Program,3,Children Adolescents,(347)682-4872,(347)682-4870,358 St. Marks Place,Suite 302,Staten Island,NY,10301,N,,,Richmond,New York City,Vocational Services - Children & Family (C & F),Support,Vocational,POINT (-74.0783 40.6412)
